Protein Group,Protein ID,Accession,Significance,-10lgP,Intensity TMT10-126,Intensity TMT10-127N,Intensity TMT10-127C,Intensity TMT10-128N,Intensity TMT10-128C,Intensity TMT10-129N,Intensity TMT10-129C,Intensity TMT10-130N,Intensity TMT10-130C,Intensity TMT10-131,Ratio TMT10-126,Ratio TMT10-127N,Ratio TMT10-127C,Ratio TMT10-128N,Ratio TMT10-128C,Ratio TMT10-129N,Ratio TMT10-129C,Ratio TMT10-130N,Ratio TMT10-130C,Ratio TMT10-131,Intensity Group 1(TMT10-126; TMT10-127N),Intensity Group 2(TMT10-127C; TMT10-128N),Intensity Group 3(TMT10-128C; TMT10-129N),Intensity Group 4(TMT10-129C; TMT10-130N),Intensity Group 5(TMT10-130C; TMT10-131),Ratio Group 1(TMT10-126; TMT10-127N),Ratio Group 2(TMT10-127C; TMT10-128N),Ratio Group 3(TMT10-128C; TMT10-129N),Ratio Group 4(TMT10-129C; TMT10-130N),Ratio Group 5(TMT10-130C; TMT10-131),Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
2,3,P05694|METE_YEAST,28.80,367.39,6.91E7,6.885E7,7.516E7,7.295E7,6.642E7,6.47E7,6.093E7,6.101E7,6.111E7,6.229E7,1.00,1.00,1.09,1.06,0.96,0.94,0.88,0.88,0.88,0.90,6.899E7,7.406E7,6.556E7,6.097E7,6.172E7,1.00,1.07,0.95,0.88,0.89,66,45,45,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),85860,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET6 PE=1 SV=4
1,1,P00925|ENO2_YEAST,32.23,350.31,3.087E7,2.967E7,2.844E7,2.91E7,2.506E7,2.436E7,1.54E7,1.535E7,1.52E7,1.515E7,1.00,0.96,0.92,0.94,0.81,0.79,0.50,0.50,0.49,0.49,3.027E7,2.877E7,2.471E7,1.538E7,1.518E7,1.00,0.95,0.82,0.51,0.50,35,33,17,TMT10plex; Oxidation (M); Deamidation (NQ),46914,Enolase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENO2 PE=1 SV=2
12,4,P07259|PYR1_YEAST,23.00,349.98,1.365E7,1.382E7,1.263E7,1.291E7,1.226E7,1.247E7,1.101E7,1.107E7,1.107E7,1.107E7,1.00,1.01,0.93,0.95,0.90,0.91,0.81,0.81,0.81,0.81,1.374E7,1.277E7,1.237E7,1.104E7,1.107E7,1.00,0.93,0.90,0.80,0.81,30,58,57,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),245038,Protein URA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URA2 PE=1 SV=5
9,6,P00549|KPYK1_YEAST,34.52,345.45,7.923E7,7.8E7,7.271E7,7.475E7,5.74E7,5.631E7,3.461E7,3.449E7,3.527E7,3.438E7,1.00,0.98,0.92,0.94,0.72,0.71,0.44,0.44,0.45,0.43,7.861E7,7.373E7,5.687E7,3.455E7,3.483E7,1.00,0.94,0.72,0.44,0.44,78,38,38,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),54545,Pyruvate kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC19 PE=1 SV=2
10,15,P32324|EF2_YEAST,25.47,343.49,3.991E7,3.951E7,3.479E7,3.34E7,3.14E7,3.113E7,2.813E7,3.034E7,2.863E7,2.712E7,1.00,0.99,0.87,0.84,0.79,0.78,0.70,0.76,0.72,0.68,3.972E7,3.41E7,3.129E7,2.924E7,2.789E7,1.00,0.86,0.79,0.74,0.70,55,41,41,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),93289,Elongation factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EFT1 PE=1 SV=1
5,10,P06169|PDC1_YEAST,30.83,341.48,6.691E7,6.557E7,5.861E7,5.35E7,4.87E7,4.568E7,2.637E7,2.646E7,2.464E7,2.373E7,1.00,0.98,0.88,0.80,0.73,0.68,0.39,0.40,0.37,0.35,6.625E7,5.606E7,4.72E7,2.642E7,2.42E7,1.00,0.85,0.71,0.40,0.37,50,27,24,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),61495,Pyruvate decarboxylase isozyme 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PDC1 PE=1 SV=7
23,9,P07149|FAS1_YEAST,29.18,340.88,8.119E6,8.061E6,8.639E6,8.422E6,8.94E6,9.088E6,1.021E7,1.022E7,1.046E7,1.052E7,1.00,0.99,1.06,1.04,1.10,1.12,1.26,1.26,1.29,1.30,8.093E6,8.534E6,9.023E6,1.022E7,1.049E7,1.00,1.05,1.11,1.26,1.30,27,47,47,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),228689,Fatty acid synthase subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAS1 PE=1 SV=2
3,2,P00560|PGK_YEAST,38.70,337.02,1.022E8,1.04E8,1.243E8,1.235E8,1.055E8,1.028E8,6.678E7,6.735E7,6.439E7,6.432E7,1.00,1.02,1.22,1.21,1.03,1.01,0.65,0.66,0.63,0.63,1.031E8,1.239E8,1.042E8,6.708E7,6.437E7,1.00,1.20,1.01,0.65,0.62,76,33,33,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),44738,Phosphoglycerate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PGK1 PE=1 SV=2
6,7,P10592|HSP72_YEAST,31.37,335.38,2.238E6,2.245E6,1.799E6,1.788E6,1.641E6,1.72E6,1.412E6,1.441E6,1.426E6,1.307E6,1.00,1.00,0.80,0.80,0.73,0.77,0.63,0.64,0.64,0.58,2.241E6,1.793E6,1.681E6,1.426E6,1.367E6,1.00,0.80,0.75,0.64,0.61,7,34,3,TMT10plex; Oxidation (M),69470,Heat shock protein SSA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA2 PE=1 SV=3
7,8,P10591|HSP71_YEAST,37.45,333.37,6.832E5,6.887E5,9.328E5,9.7E5,1.094E6,1.141E6,1.288E6,1.294E6,1.299E6,1.252E6,1.00,1.01,1.37,1.42,1.60,1.67,1.89,1.89,1.90,1.83,6.86E5,9.514E5,1.117E6,1.291E6,1.276E6,1.00,1.39,1.63,1.88,1.86,10,35,6,TMT10plex; Oxidation (M); Deamidation (NQ),69657,Heat shock protein SSA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA1 PE=1 SV=4
